"","Nombre","Altitud(msnm)","Superficie(km2)","Poblacion(hab)","Densidad_pob(hab/km2)","Latitud","Longitud","Pais"
"16169","Berdejo",990,19.46,47,2.42,41.5614288,-1.9441486,"España"
"16170","Sandillon",99,41.31,3971,96.13,47.845277777778,2.0325,"Francia"
"16171","La Boissière-du-Doré",482,9.41,1038,0.11,46.422216,5.532021,"Francia"
"16172","Scandicci",47,59.59,50645,836.3,43.754444444444,11.189444444444,"Italia"
"16173","Geraardsbergen",29,79.71,33403,409,50.766666666667,3.8666666666667,"Belgien"
"16174","Recuerda",27,107.5,171728,1597.47,39.97,-0.05,"España"
"16175","Villalán de Campos",754,18.45,33,1.79,42.013888888889,-5.2366666666667,"España"
"16176","Fontjoncouse",259,27.35,131,4.79,43.048333333333,2.7883333333333,"Francia"
"16177","Auzits",395,24.34,846,34.76,44.506944444444,2.3277777777778,"Francia"
"16178","La Séauve-sur-Semène",743,7.86,1466,0.19,45.29517,4.249604,"Francia"
"16179","Aguatón",1225,21.64,18,0.83,40.6715322,-1.2343587,"España"
"16180","Bréhand",78,24.95,1647,66.01,48.455555555556,-2.0502777777778,"Francia"
"16181","Maure-de-Bretagne",50,66.76,3487,52.23,47.891111111111,-1.9916666666667,"Francia"
"16182","Bonnetan",57,4.29,947,220.75,44.203055555556,0.61861111111111,"Francia"
"16183","Spino d'Adda",84,20.02,6843,0.34,45.4,9.5,"Italia"
"16184","Tribaldos",828,21.33,107,5.02,39.972777777778,-2.8994444444444,"España"
"16185","Le Mesnil-Amelot",1758,9.84,1014,103.05,38.501944444444,43.416666666667,"Francia"
"16186","Espiens",153,17.48,382,21.85,44.168192,0.378234,"Francia"
"16187","Foucherolles",103,9.8,278,28.37,47.221944444444,2.0683333333333,"Francia"
"16188","His",625,284.98,74746,262.29,38.983333333333,-3.9166666666667,"Francia"
"16189","Hof van Twente",13,215.41,34940,164,52.233333333333,6.5833333333333,"Paises Bajos"
"16190","Mauves-sur-Loire",33,14.75,3215,217.97,47.296111111111,-1.3933333333333,"Francia"
"16191","San Giuliano Milanese",95,30.71,38318,1140.41,45.4,9.2833333333333,"Italia"
"16192","Désertines",250,8.34,4353,0.52,46.35449,2.622784,"Francia"
"16193","Gaujacq",86,16.14,435,26.95,43.641388888889,-0.73833333333333,"Francia"
"16194","Nieulle-sur-Seudre",2,20.75,123,0.06,45.754598,-1.003992,"Francia"
"16195","Beignon",126,24.87,1863,74.91,47.970833333333,-2.1711111111111,"Francia"
"16196","Champfleury",113,4.02,530,131.84,48.617228,4.00597,"Francia"
"16197","Fontans",1054,33.9,212,6.25,44.739226,3.386647,"Francia"
"16198","Saint-Clair",450,5.81,1119,192.6,45.278333,4.680556,"Francia"
"16199","Distrito de Halych",218,723,42539,58.84,49.1614,24.7183,"Ucrania"
"16200","Distrito de Tysmenytsia",238,731,82263,112.53,48.9156,24.8275,"Ucrania"
"16201","Landéhen",78,11.8,1415,119.92,48.455555555556,-2.0502777777778,"Francia"
"16202","Souleuvre-en-Bocage",172,187.28,8839,47.2,48.936944,-0.839167,"Francia"
"16203","Bolbec",54,12.24,11417,932.76,49.572222222222,0.4725,"Francia"
"16204","Limendous",57,7.48,706,94.39,44.203055555556,0.61861111111111,"Francia"
"16205","Aïcirits-Camou-Suhast",64,9.6,671,69.9,43.34911,-1.015539,"Francia"
"16206","Bouxières-aux-Dames",375,4.11,4189,1.02,48.264087,6.317486,"Francia"
"16207","Marcy-l'Étoile",367,5.37,3789,0.71,45.915854,4.681588,"Francia"
"16208","Plancoët",22,11.49,3035,0.26,48.523069,-2.233391,"Francia"
"16209","Airaines",29,24.88,2369,0.1,49.965672,1.9431,"Francia"
"16210","Bautzen",224,66.63,39087,627,51.181388888889,14.423888888889,"Alemania"
"16211","Joué-l'Abbé",71,10.39,1296,0.12,47.211948,-0.593012,"Francia"
"16212","Saint-Jal",433,26.55,629,23.69,45.396666666667,1.6433333333333,"Francia"
"16213","Amancey",584,13.78,687,49.85,47.0381,6.07167,"Francia"
"16214","Bernareggio",228,5.9,11050,1868,45.645,9.4,"Italia"
"16215","Baliarrain",296,2.7,138,51.11,43.0694191,-2.1283913,"España"
"16216","Paulhaguet",545,11.23,876,78.01,45.208055555556,3.5133333333333,"Francia"
"16217","Forte dei Marmi",7,8.88,7335,82598,43.95,10.183333333333,"Italia"
"16218","Cheverny",85,33,956,28.97,47.500277777778,1.4580555555556,"Francia"
"16219","Zafrilla",1418,106.08,58,0.55,40.194444444444,-1.6180555555556,"España"
"16220","Palenzuela",802,75.72,206,2.72,42.095277777778,-4.1291666666667,"España"
"16221","Saint-Étienne-en-Coglès",24,22.65,1671,0.07,55.898555,-2.131562,"Francia"
"16222","Cabrières-d'Avignon",33,14.68,1816,123.71,43.948611111111,4.8083333333333,"Francia"
"16223","Cassino",42,82.77,36497,398,41.491666666667,13.833333333333,"Italia"
"16224","Galluccio",329,31,2152,77,41.35,13.95,"Italia"
"16225","Valperga",383,11.8,3127,0.26,45.370126,7.657863,"Italia"
"16226","Cabra de Mora",1085,34.31,54,1.57,40.3175,-0.80722222222222,"España"
"16227","Bains",270,37.56,1353,36.02,45.688611111111,5.915,"Francia"
"16228","Bommes",26,5.8,465,80.17,44.546388888889,-0.35638888888889,"Francia"
"16229","Leidschendam-Voorburg",3,35.62,75425,2117.49,52.09,4.39,"Paises Bajos"
"16230","Larche",212,5.74,1627,283.4,44.451388888889,6.8466666666667,"Francia"
"16231","Diksmuide",1,149.4,16739,112.04,51.033333333333,2.8666666666667,"Belgien"
"16232","Montrem",79,20.15,1250,62.03,45.150277777778,0.57444444444444,"Francia"
"16233","Carisey",103,11.29,355,31.44,47.221944444444,2.0683333333333,"Francia"
"16234","Vallon-en-Sully",183,38.02,1564,41.14,46.536388888889,2.6080555555556,"Francia"
"16235","Marquette-lez-Lille",19,4.86,10376,2134.98,50.675833333333,3.0661111111111,"Francia"
"16236","Nénigan",265,2.38,63,27.31,43.357485,0.703735,"Francia"
"16237","Hauteluce",1145,62.39,757,12.13,45.751111111111,6.5858333333333,"Francia"
"16238","Semécourt",311,2.3,995,432.61,49.610555555556,6.1327777777778,"Francia"
"16239","gmina Szamotuly",56,175.5,29931,0.17,52.6,16.5833,"Polonia"
"16240","Vestric-et-Candiac",18,10.92,1406,128.75,43.74,4.2591666666667,"Francia"
"16241","Hanc",109,18.12,257,14.18,46.075352,-0.015967,"Francia"
"16242","Le Buisson",64,9.91,15242,1538.04,48.7475,2.262778,"Francia"
"16243","Smolensk",242,166.35,329853,1919.6,54.782777777778,32.045277777778,"Rusia"
"16244","Saint-Nazaire-les-Eymes",288,8.49,2955,348.06,45.249444444444,5.8533333333333,"Francia"
"16245","Tercis-les-Bains",37,10.19,1203,118.06,43.671388888889,-1.1108333333333,"Francia"
"16246","Massongex",308,6.6,1787,270.76,46.25,6.9833333333333,"Suiza"
"16247","Plazac",147,33.77,695,20.58,45.035387,1.03962,"Francia"
"16248","Arnéguy",272,21.21,238,11.22,43.109166666667,-1.2811111111111,"Francia"
"16249","Orgueil",109,14.03,1658,118.18,43.904444444444,1.4111111111111,"Francia"
"16250","Parisot",207,28.99,591,20.39,43.799379,1.833515,"Francia"
"16251","Bourneville-Sainte-Croix",127,15.83,1291,81.55,49.390833333333,0.62083333333333,"Francia"
"16252","Owen",391,9.7,3449,355.6,48.5883,9.45139,"Alemania"
"16253","Assesse",825,78.15,6299,80.6,50.3667,5.01667,"Belgien"
"16254","Seriate",255,12.41,25358,1907.09,45.684722222222,9.7177777777778,"Italia"
"16255","Saint-Jean-de-Tholome",799,12.37,990,80.03,46.111666666667,6.3977777777778,"Francia"
"16256","Sournia",538,29.99,498,16.61,42.727777777778,2.4422222222222,"Francia"
"16257","Castrillo de Riopisuerga",816,17.444,61,3.5,42.514722222222,-4.2522222222222,"España"
"16258","Monreal del Llano",735,39,56,1.44,39.5690417,-2.7602557,"España"
"16259","Bagnizeau",94,9.63,207,21.5,45.649444444444,0.15944444444444,"Francia"
"16260","Suilly-la-Tour",185,36.91,600,16.26,47.336666666667,3.0658333333333,"Francia"
"16261","Génis",452,25.92,478,18.44,46.243333333333,6.0213888888889,"Francia"
"16262","Gorla Minore",232,7.889,8370,1.051,45.633333333333,8.9,"Italia"
"16263","Val-d'Issoire",1015,71.6,1161,0.02,41.403463,20.158099,"Francia"
"16264","Fargues",58,11.84,1592,28.1,44.535696,-0.296909,"Francia"
"16265","Autrèche",100,20.72,426,20.56,47.524987,0.997429,"Francia"
"16266","Castelnau-Montratier",249,72.54,1772,24.43,44.268888888889,1.3530555555556,"Francia"
"16267","Valdeprado del Río",923,89.33,337,3.77,42.910555555556,-4.0755555555556,"España"
"16268","Montmorin",515,13.65,728,53.33,45.695178,3.357842,"Francia"
"16269","Arceau",233,21.6,897,41.53,47.384444444444,5.1897222222222,"Francia"
"16270","Ostfildern",348,22.81,36163,1585.4,48.740555555556,9.3108333333333,"Alemania"
"16271","Kleinostheim",283,13.89,8193,585,50.08,9.17,"Alemania"
"16272","Muids",469,15.22,871,57.23,46.42,6.2216666666667,"Francia"
"16273","Mozac",359,4.05,3878,957.53,45.893888888889,3.095,"Francia"
"16274","Feule",247,3.76,180,47.87,47.748611111111,7.3391666666667,"Francia"
"16275","Arconsat",793,22.63,612,27.04,45.888904,3.713,"Francia"
"16276","Jonquières-Saint-Vincent",101,21.32,3687,0.17,49.389863,2.728737,"Francia"
"16277","Fuentemolinos",872,12.81,100,7.81,41.605277777778,-3.8497222222222,"España"
"16278","Mollans-sur-Ouvèze",308,19.96,1062,0.05,47.649404,6.369589,"Francia"
"16279","Castelnaud-de-Gratecambe",212,17.23,508,29.48,44.497222222222,0.66833333333333,"Francia"
"16280","Corbel",837,10.31,157,15.23,45.429123,5.824457,"Francia"
"16281","Montodine",59,11.39,2517,0.22,45.286278,9.708463,"Italia"
"16282","Saint-Quentin-sur-Indrois",94,27.23,510,18.73,47.203611111111,1.0236111111111,"Francia"
"16283","Übach-Palenberg",136,26.11,24779,0.95,50.908463,6.139416,"Alemania"
"16284","Limours",137,14.25,6625,464.91,48.645555555556,2.0761111111111,"Francia"
"16285","Coye-la-Forêt",45,6.96,3889,0.56,49.142807,2.466642,"Francia"
"16286","Pedraza de Alba",897,23.25,235,10.11,40.754166666667,-5.375,"España"
"16287","Saint-Laurent-le-Minier",190,13.26,341,25.72,43.932222222222,3.6544444444444,"Francia"
"16288","Esnandes",4,18.25,7470,409.32,38.138888888889,-0.77,"Francia"
"16289","Dourges",28,10.48,5766,0.55,50.437362,2.988412,"Francia"
"16290","Saint-Romain-de-Jalionas",204,13.65,3288,240.88,45.753055555556,5.22,"Francia"
"16291","Anglade",17,13.82,947,68.52,45.211111111111,-0.63694444444444,"Francia"
"16292","Jézeau",816,12.2,100,8.2,42.901785,0.383036,"Francia"
"16293","Coux",16,16.6,7297,439.58,38.139444444444,-0.88472222222222,"Francia"
"16294","Willer-sur-Thur",370,18,1825,101.39,47.843611111111,7.0730555555556,"Francia"
"16295","Borriana",13,47,34683,737.94,39.889444444444,-0.0925,"Italia"
"16296","Couret",416,4.34,239,55.07,43.05,0.81916666666667,"Francia"
"16297","Pedrosa del Príncipe",771,28.411,175,6.16,42.249166666667,-4.1988888888889,"España"
"16298","Collazos de Boedo",932,21,102,4.86,42.618888888889,-4.4833333333333,"España"
"16299","Vaas",-32768,30.14,1510,50.1,63.1,21.616666666667,"Francia"
"16300","Esperce",9,16.42,259,15.77,43.2969,1.40111,"Francia"
"16301","Noyarey",209,16.86,2223,131.85,45.243611111111,5.6313888888889,"Francia"
"16302","Saint-Cergues",560,12.55,3613,287.89,46.235833333333,6.3213888888889,"Francia"
"16303","Endrinal",929,33.54,218,6.5,40.591111111111,-5.8047222222222,"España"
"16304","Saint-Vrain",67,11.7,3111,268.9,48.541388888889,2.3347222222222,"Francia"
"16305","Yaremche",525,657,8094,12.32,48.453611,24.556389,"Ucrania"
"16306","Chizé",50,23.5,872,37.11,46.116498,-0.347111,"Francia"
"16307","Valdelacasa",959,8.22,215,26.16,40.505891666667,-5.7630416666667,"España"
"16308","Bourgueil",47,32.95,3923,119.06,47.281944444444,0.16833333333333,"Francia"
"16309","Mosbach",151,62.23,23398,375.99,49.35,9.133333,"Alemania"
"16310","Rozier-en-Donzy",494,9.51,1444,151.84,45.798055555556,4.2777777777778,"Francia"
"16311","Locunolé",12,16.78,1154,68.77,47.995833333333,-4.0977777777778,"Francia"
"16312","Asswiller",247,6.02,276,45.85,47.748611111111,7.3391666666667,"Francia"
"16313","La Chapelle-Saint-Ursin",149,7.83,3542,452.36,47.0625,2.325,"Francia"
"16314","Les Pujols",322,13.18,805,61.08,43.088333333333,1.7186111111111,"Francia"
"16315","Saint-Sauveur-de-Montagut",221,11.54,1111,96.27,44.821388888889,4.5797222222222,"Francia"
"16316","Barlin",68,6.18,7661,1239.64,50.455277777778,2.6186111111111,"Alemania"
"16317","Bouafle",203,6.92,2156,311.56,48.965,1.89639,"Francia"
"16318","Gerland",213,20.68,431,20.84,45.723889,4.8325,"Francia"
"16319","Montagna-le-Reconduit",362,5.43,119,21.92,46.458333333333,5.3855555555556,"Francia"
"16320","Saint-Brice-en-Coglès",24,16.46,4719,183.84,55.898555,-2.131562,"Francia"
"16321","Distrito de Mozyr",167,1609,133437,83.22,52.05,29.233333,"Bielorrusia"
"16322","Sainte-Gauburge-Sainte-Colombe",249,21.17,1077,50.87,48.714444444444,0.43027777777778,"Francia"
"16323","Jouars-Pontchartrain",116,9.65,5658,586.32,48.803055555556,1.9013888888889,"Francia"
"16324","Simorre",207,35.85,710,19.8,43.450277777778,0.735,"Francia"
"16325","Illana",750,93.3,686,7.35,40.185277777778,-2.9069444444444,"España"
"16326","Saint-Étienne-des-Oullières",24,9.66,2175,0.23,55.898555,-2.131562,"Francia"
"16327","Valfroicourt",287,13.8,241,17.46,49.483333333333,6.0833333333333,"Francia"
"16328","Champagne-sur-Seine",56,7.28,6233,856.18,48.397222222222,2.8011111111111,"Francia"
"16329","Sainte-Marguerite-sur-Fauville",913,3.16,254,80.38,49.669444,0.6025,"Francia"
"16330","Gévezé",69,27.54,5161,0.19,48.221145,-1.788536,"Francia"
"16331","Élincourt",153,8.41,625,74.32,50.833333333333,3.2666666666667,"Francia"
"16332","Overijse",213,44.43,25169,566,45.85,9.4,"Belgien"
"16333","Gutsbezirk Spessart",339,89.29,0,0,50.201111111111,9.1975,"Alemania"
"16334","Ladiville",57,7.19,120,16.69,44.203055555556,0.61861111111111,"Francia"
"16335","Pfaffenheim",226,14.57,1457,100,47.984444444444,7.2894444444444,"Francia"
"16336","Beaumont-sur-Sarthe",78,6.64,1960,295.18,48.226388888889,0.13055555555556,"Francia"
"16337","Châtenay",292,6.35,3333,5.25,46.033789,5.200804,"Francia"
"16338","Arcizac-Adour",749,94.95,78412,825.82,42.016666666667,-4.5333333333333,"Francia"
"16339","Pierrefontaine-les-Varans",688,28.9,1421,49.17,47.215277777778,6.5386111111111,"Francia"
"16340","Frugères-les-Mines",447,1.08,563,521.3,46.3525,3.6905555555556,"Francia"
"16341","Tarrés",578,13,106,8.15,41.424722222222,1.0211111111111,"España"
"16342","San Román de Hornija",672,41.62,312,7.5,41.481666666667,-5.2827777777778,"España"
"16343","Lallaing",21,5.99,6231,1040.23,50.39,3.1680555555556,"Francia"
"16344","Oberrieden",460,2.76,5016,1817.39,47.277777777778,8.5780555555556,"Alemania"
"16345","Le Pré-Saint-Gervais",86,0.7,17950,25642.86,48.885,2.4038888888889,"Francia"
"16346","Linxe",34,80.93,1479,18.28,43.920555555556,-1.2466666666667,"Francia"
"16347","Orcet",11,6,2669,444.83,45.7036,3.16889,"Francia"
"16348","Surzur",26,57.29,4429,77.31,47.578333333333,-2.6297222222222,"Francia"
"16349","Nouhant",439,25.75,307,11.92,46.285558,2.39038,"Francia"
"16350","Les Assions",16,134.65,794288,5898.91,39.466666666667,-0.375,"Francia"
"16351","Gensac-sur-Garonne",245,10.14,442,43.59,43.2175,1.1311111111111,"Francia"
"16352","Prissac",103,62.83,613,9.76,47.221944444444,2.0683333333333,"Francia"
"16353","Peveragno",619,68,5561,78.6,44.333333333333,7.6166666666667,"Italia"
"16354","Authevernes",179,8.15,400,49.08,49.563333333333,3.6236111111111,"Francia"
"16355","Chumillas",1060,40.19,57,1.42,39.7711484,-2.0322704,"España"
"16356","San Giovanni Rotondo",545,259.62,27172,101,41.7,15.733333333333,"Italia"
"16357","Cenon-sur-Vienne",53,8.6,1778,206.74,46.775,0.53666666666667,"Francia"
"16358","Pitigliano",292,102.89,3757,40.5,42.634444444444,11.668333333333,"Italia"
"16359","La Ricamarie",587,6.95,7865,1.13,45.403302,4.364793,"Francia"
"16360","Pompey",3464,8.13,4878,600.74,48.7681,6.1275,"Francia"
"16361","Aspiran",74,16.13,1648,102.17,43.565833333333,3.4494444444444,"Francia"
"16362","Santervás de la Vega",894,70.68,442,6.25,42.506388888889,-4.7991666666667,"España"
"16363","Saint-Jean-de-Ceyrargues",191,6.65,164,24.66,44.051388888889,4.2269444444444,"Francia"
"16364","Varen",165,23.13,656,28.36,44.157411,1.892958,"Francia"
"16365","Santa Fe del Penedès",240,3.37,374,110.98,41.386944444444,1.7216666666667,"España"
"16366","Mosset",722,71.93,308,4.28,42.668055555556,2.3483333333333,"Francia"
"16367","Piana",757,62.63,482,7.7,38,13.283333333333,"Francia"
"16368","Octeville-sur-Mer",80,20.37,5918,290.53,49.555833333333,0.11694444444444,"Francia"
"16369","Gambais",124,23.02,2463,106.99,48.773055555556,1.6730555555556,"Francia"
"16370","Donnemarie-Dontilly",77,12.07,2832,234.63,48.478055555556,3.1305555555556,"Francia"
"16371","Saint-Éloi",584,16.45,451,27.42,49.2953,1.70083,"Francia"
"16372","Habay",9,103.64,8387,80.92,49.7167,5.65,"Belgien"
"16373","Méry",383,9.07,1609,0.18,45.642526,5.937932,"Francia"
"16374","Neuville-sur-Seine",38,14.42,454,31.48,48.887222222222,2.2675,"Francia"
"16375","Cordovín",594,4.6,156,33.91,42.384722222222,-2.8141666666667,"España"
"16376","Vila Nova de Poiares",132,83.82,7281,86.68,40.231944444444,-8.2783333333333,"Portugal"
"16377","Terneuzen",3,317.76,54589,171.79,51.293055555556,3.8338888888889,"Paises Bajos"
"16378","Horsarrieu",57,11.02,687,62.34,44.203055555556,0.61861111111111,"Francia"
"16379","Le Cendre",346,4.22,5426,1285.78,45.7225,3.1872222222222,"Francia"
"16380","Fontette",298,19.36,198,10.23,48.083287,4.609161,"Francia"
"16381","Étagnac",94,29.23,991,33.9,45.649444444444,0.15944444444444,"Francia"
"16382","Crissey",206,4.81,653,135.76,46.255555555556,5.655,"Francia"
"16383","Fuilla",542,9.69,448,46.23,42.561944444444,2.3627777777778,"Francia"
"16384","Mattighofen",454,5.16,6524,1264.34,48.106666666667,13.149444444444,"Austria"
"16385","Saint-Haon-le-Châtel",24,0.87,622,733.33,55.898555,-2.131562,"Francia"
"16386","Saint-Sauveur-Camprieu",1112,31.74,245,7.72,44.115833333333,3.4772222222222,"Francia"
"16387","Sainte-Eulalie-de-Cernon",590,46.35,286,6.17,43.981666666667,3.1361111111111,"Francia"
"16388","Villanueva de Jiloca",531,7.3,54,7.4,41.075277777778,-1.3925,"España"
"16389","Josselin",70,4.48,2495,556.92,47.955833333333,-2.5483333333333,"Francia"
"16390","Cascajares de Bureba",787,7.92,32,4.04,42.678888888889,-3.2372222222222,"España"
"16391","Saint-Trivier-sur-Moignans",24,41.99,1844,0.04,55.898555,-2.131562,"Francia"
"16392","Parignargues",375,11.01,678,61.58,44.097777777778,3.0777777777778,"Francia"
"16393","Baar",443,24.83,23228,935.48,47.195555555556,8.5263888888889,"Alemania"
"16394","Castres-Gironde",20,6.97,2352,337.45,44.696388888889,-0.44472222222222,"Francia"
"16395","Arcangues",74,17.47,3160,180.88,43.436666666667,-1.5208333333333,"Francia"
"16396","Boadilla de Rioseco",777,51.27,107,2.09,42.178055555556,-4.9683333333333,"España"
"16397","Urrotz",526,11.4,377,33.07,42.778611111111,-1.4583333333333,"España"
"16398","Grospierres",135,27.3,885,32.42,44.400555555556,4.2891666666667,"Francia"
"16399","Verrières-le-Buisson",632,9.91,15592,1.57,45.571237,3.035053,"Francia"
"16400","gmina Janów Lubelski",201,178.24,16074,90.2,52.173611111111,21.635,"Polonia"
"16401","Remagen",69,33.16,17032,513.63,50.578611111111,7.2305555555556,"Alemania"
"16402","Saint-Lager",239,7.74,1040,134.37,46.111666666667,4.6727777777778,"Francia"
"16403","Schiltigheim",147,7.63,31894,4180.08,48.606944444444,7.7491666666667,"Francia"
"16404","Valverdón",766,21.98,285,12.97,41.0475,-5.7702777777778,"España"
"16405","Castroponce",772,25,143,5.72,42.126388888889,-5.1825,"España"
"16406","Ladinhac",375,26.72,458,17.14,44.097777777778,3.0777777777778,"Francia"
"16407","Mouzillon",31,16.5,2830,171.52,47.141388888889,-1.2822222222222,"Francia"
"16408","Les Lèches",94,21.58,363,16.82,44.989641,0.384316,"Francia"
"16409","Saultain",70,6.45,2281,0.35,50.336597,3.575899,"Francia"
"16410","Bonchamp-lès-Laval",89,27.51,59,0.21,48.074351,-0.699401,"Francia"
"16411","Olawa",2306,27.36,33029,1.21,50.9333,17.3,"Polonia"
"16412","Opglabbeek",74,24.98,10332,413,51.0422,5.5825,"Belgien"
"16413","South Mimms CP",103,10.5,878,83.36,51.655278,-0.395833,"Reino Unido"
"16414","Poisat",248,2.56,2165,846.88,45.158718,5.759245,"Francia"
"16415","Arratzu",42,9.86,418,42.39,43.31058655,-2.62556290218,"España"
"16416","Azofra",555,11.84,215,18.16,42.423888888889,-2.8008333333333,"España"
"16417","Wasserburg am Inn",434,18.8,12691,675.05,48.060833333333,12.233333333333,"Alemania"
"16418","Châtelet",101,32.8,1007,30.7,46.6419,2.28306,"Francia"
"16419","Žalec",256,117.1,4919,42.01,46.251564594,15.167445787,"Slovenija"
