"","Nombre","Altitud(msnm)","Superficie(km2)","Poblacion(hab)","Densidad_pob(hab/km2)","Latitud","Longitud","Pais"
"11200","Schwieberdingen",274,14.87,11383,765.5,48.9,9.2,"Alemania"
"11201","Grijota",722,28.58,2319,81.14,42.0524901,-4.5822734,"España"
"11202","Avrillé",50,15.85,13692,863.85,47.506944444444,-0.58888888888889,"Francia"
"11203","Sainte-Gemme-la-Plaine",13,35.52,2044,57.55,46.483888888889,-1.1116666666667,"Francia"
"11204","Cárcar",417,40.45,1069,26.43,42.388888888889,-1.97,"España"
"11205","L'Isle-Adam",70,14.94,12249,0.82,49.111111111111,2.2227777777778,"Francia"
"11206","Azuara",603,165.8,540,3.26,41.2573082,-0.8713632,"España"
"11207","Alfondeguilla",219,28.3,866,30.6,39.8376893,-0.2690126,"España"
"11208","Bonlieu-sur-Roubion",153,6.05,469,77.52,44.594444444444,4.8813888888889,"Francia"
"11209","Mauriac",722,27.61,3603,130.5,45.218888888889,2.3336111111111,"Francia"
"11210","Petit-Couronne",34,12.8,8619,673.36,49.385555555556,1.0275,"Francia"
"11211","La Talaudière",514,7.63,6608,0.87,45.479475,4.430337,"Francia"
"11212","Torre del Burgo",741,4.91,592,120.57,40.794166666667,-3.08,"España"
"11213","Wolfersdorf",302,3.66,372,101.64,50.788055555556,11.695,"Francia"
"11214","Santa Cruz de Boedo",851,25.51,48,1.88,42.524444444444,-4.3736111111111,"España"
"11215","Castillon-en-Couserans",564,4.94,400,80.97,42.920555555556,1.0325,"Francia"
"11216","Escoussens",57,23.62,601,25.44,44.203055555556,0.61861111111111,"Francia"
"11217","Ramatuelle",140,35.57,2070,58.2,43.215833333333,6.6113888888889,"Francia"
"11218","Saint-Hippolyte",4,14.65,3081,210.3,42.784166666667,2.9666666666667,"Francia"
"11219","Sobremunt",880,13.8,79,5.72,42.037777777778,2.1663888888889,"España"
"11220","Roussines",191,22.98,371,16.1,47.392777777778,0.68833333333333,"Francia"
"11221","Bournezeau",74,60.49,3373,55.76,46.635555555556,-1.1719444444444,"Francia"
"11222","Legarda",479,8.3,117,14.1,42.712222222222,-1.7702777777778,"España"
"11223","Lambsheim",102,12.75,6955,545.49,49.513333333333,8.2875,"Alemania"
"11224","Santa Maria de Merlès",532,51.36,184,3.58,42.001666666667,1.9791666666667,"España"
"11225","Barchín del Hoyo",950,65.25,89,1.36,39.664722222222,-2.0694444444444,"España"
"11226","Florac-Trois-Rivières",637,48.39,213,0.04,44.325726,3.594551,"Francia"
"11227","Jaunay-Clan",80,27.48,6230,226.71,46.685555555556,0.37,"Francia"
"11228","Binn",1400,65,145,2,50.733888888889,7.0997222222222,"Suiza"
"11229","Trévol",231,40.84,1625,39.79,46.6292,3.30611,"Francia"
"11230","Marly-la-Ville",137,8.62,5677,658.58,49.0808333333,2.49944444444,"Francia"
"11231","Casale Monferrato",120,86.32,34010,399.45,45.134166666667,8.4583333333333,"Italia"
"11232","Pirey",306,6.67,2066,309.75,47.261666666667,5.9630555555556,"Francia"
"11233","Villárdiga",682,16.9,77,4.56,41.819166666667,-5.4638888888889,"España"
"11234","Trémolat",56,14.03,652,46.47,44.875833333333,0.83055555555556,"Francia"
"11235","Pineuilh",19,17.36,4394,253.11,44.831111111111,0.2275,"Francia"
"11236","Fehmarn",10,185.45,12911,70,54.4454,11.1702,"Alemania"
"11237","Villalonso",724,14.89,81,5.44,41.597222222222,-5.2977777777778,"España"
"11238","Villamor de los Escuderos",826,56.27,384,6.82,41.252777777778,-5.575,"España"
"11239","Pinhel",632,486.15,9627,19.87,40.783333333333,-7.0666666666667,"Portugal"
"11240","Villovieco",789,23.53,76,3.23,42.295,-4.4819444444444,"España"
"11241","Stains",41,5.39,38720,7183.67,48.955277777778,2.3822222222222,"Francia"
"11242","Olivares de Duero",744,29.3,296,10.1,41.6376386,-4.3649425,"España"
"11243","Briançonnet",1010,24.32,221,9.09,44.572361111111,6.4935833333333,"Francia"
"11244","Fresnes",66,3.56,27802,7809.55,48.758888888889,2.3236111111111,"Francia"
"11245","Saumane",417,20.81,936,44.98,44.119451,3.761602,"Francia"
"11246","Jeumont",134,10.21,10159,995,50.294444444444,4.1013888888889,"Francia"
"11247","Mondovì",422,87,22511,0.26,44.395343,7.819671,"Italia"
"11248","Hontecillas",830,34.7,61,1.76,39.6927948,-2.1868921,"España"
"11249","Hoffen",162,9.45,1125,119.05,49.272222222222,8.8444444444444,"Francia"
"11250","Montanay",282,7.16,3142,438.83,45.8789,4.85848,"Francia"
"11251","San Justo",1061,75.2,208,3.06,42.135,-6.6244,"España"
"11252","Dima",126,62.22,1436,23.08,43.1093279,-2.70838236605,"España"
"11253","Danjoutin",363,5.65,3715,657.52,47.6375,6.8627777777778,"Francia"
"11254","Bad Dürrheim",710,62.09,12932,0.21,48.022995,8.524451,"Alemania"
"11255","Nulles",231,10.73,492,45.85,41.249369,1.295206,"España"
"11256","Kirchzarten",376,21.14,9740,464,47.966666666667,7.95,"Alemania"
"11257","Kramatorsk",1773,117,159445,5.22,48.720833,37.555556,"Ucrania"
"11258","Zemst",12,42.85,23325,544.34,50.6122,5.9403,"Belgien"
"11259","Boismé",84,37.8,1200,31.75,47.058888888889,-0.87972222222222,"Francia"
"11260","Banca",522,49.6,346,6.98,43.1264,-1.375,"Francia"
"11261","Barillas",390,2.9,214,73.79,41.97102,-1.6627451,"España"
"11262","Lüneburg",13,74.34,75351,1100,53.2525,10.414444444444,"Alemania"
"11263","Massoteres",502,26.1,218,8.35,41.797647222222,1.3107388888889,"España"
"11264","Croutelle",115,1.48,851,575,46.581111111111,0.33527777777778,"Francia"
"11265","Passa",353,125.43,35347,281.81,38.822222222222,-0.60722222222222,"Francia"
"11266","La Balme-de-Sillingy",487,16.51,5037,305.09,45.961111111111,6.0419444444444,"Francia"
"11267","Loano",7,13.46,11224,875,44.129002777778,8.2598222222222,"Italia"
"11268","Almaluez",823,159.11,132,0.83,41.289166666667,-2.2691666666667,"España"
"11269","Toulon-sur-Allier",227,38.69,1135,29.34,46.517777777778,3.3591666666667,"Francia"
"11270","Crissier",467,5.5,7571,1376.55,46.55,6.5833333333333,"Suiza"
"11271","Fellbach",287,27.7,45671,1.648,48.776111111111,9.1775,"Alemania"
"11272","Murnau am Staffelsee",699,38.05,12118,300,47.683333333333,11.2,"Alemania"
"11273","Navia de Suarna",290,242.56,1081,4.46,42.965,-7.0038888888889,"España"
"11274","Neutraubling",332,12,13796,1149.67,48.987777777778,12.196388888889,"Alemania"
"11275","Penthalaz",560,8.29,3620,436.67,46.616666666667,6.5166666666667,"Suiza"
"11276","Rennes-les-Bains",321,18.77,205,10.92,42.918888888889,2.3188888888889,"Francia"
"11277","Safnern",434,21.21,53667,2530.27,47.137222222222,7.2472222222222,"Suiza"
"11278","Pattensen",67,67,14636,218.45,52.26448,9.76436,"Alemania"
"11279","Comines-Warneton",18,61.09,18063,293,50.761111111111,3.0077777777778,"Belgien"
"11280","Latresne",13,10.39,3497,336.57,44.785,-0.49638888888889,"Francia"
"11281","Abáigar",498,4.86,83,17.08,42.65,-2.1830555555556,"España"
"11282","Olius",565,54.5,986,18.09,41.977751,1.554937,"España"
"11283","Monbéqui",57,6.78,634,93.51,44.203055555556,0.61861111111111,"Francia"
"11284","Aguiar da Beira",750,203.68,5473,26.47,40.816666666667,-7.55,"Portugal"
"11285","Bad König",171,46.73,9391,0.2,49.759132,8.996758,"Alemania"
"11286","Slunj",258,392.54,5019,12.79,45.115555555556,15.584722222222,"Croacia"
"11287","Los Guajares",280,89.32,1057,11.83,36.841666666667,-3.5841666666667,"España"
"11288","Alcalá de Gurrea",461,77.49,248,3.2,42.067777777778,-0.68444444444444,"España"
"11289","Mazcuerras",135,55.65,2105,37.83,43.298611111111,-4.2066666666667,"España"
"11290","Narrillos del Rebollar",1379,17.41,48,2.76,40.664444444444,-4.9647222222222,"España"
"11291","Técou",255,19.4,976,50.31,43.843055555556,1.95,"Francia"
"11292","Ainhice-Mongelos",216,10.3,173,16.8,43.205277777778,-1.1558333333333,"Francia"
"11293","Kremenets",329,31,20837,1003.71,50.108056,25.7275,"Ucrania"
"11294","Voutezac",57,22.38,1259,56.26,44.203055555556,0.61861111111111,"Francia"
"11295","Bercianos del Páramo",818,35.09,562,16.02,42.380555555556,-5.7033333333333,"España"
"11296","Chur",593,28.02,34547,1232.94,46.85212,9.52965,"Suiza"
"11297","Sant Lluís",60,34.75,6798,195.63,39.849444444444,4.2580555555556,"España"
"11298","La Victoria de Acentejo",385,18.36,9185,500.27,28.4347861,-16.4681748,"España"
"11299","Argujillo",769,23.09,242,10.48,41.311666666667,-5.5880555555556,"España"
"11300","Caprino Veronese",258,47.31,8399,165.88,45.6,10.8,"Italia"
"11301","Croix-Chapeau",31,4.83,1245,257.76,46.108611111111,-1.0066666666667,"Francia"
"11302","Landudal",12,16.69,877,52.55,47.995833333333,-4.0977777777778,"Francia"
"11303","Les Trois-Moutiers",54,35.94,1074,29.88,47.062777777778,0.020555555555556,"Francia"
"11304","Oberems",1335,83.6,125,1,45.81025,9.0861388888889,"Suiza"
"11305","Ospedaletti",14,5.15,3292,710,43.800588888889,7.7176944444444,"Italia"
"11306","Sainte-Croix-à-Lauze",143,8.65,84,9.71,43.908611,5.617222,"Francia"
"11307","gmina Andrychów",333,100.4,43834,0.44,49.86667,19.33333,"Polonia"
"11308","Ormoy",55,1.88,2046,1088.3,49.195555555556,2.9588888888889,"Francia"
"11309","Orgères",54,16.32,4258,0.26,47.996402,-1.669469,"Francia"
"11310","Barcelonne-du-Gers",85,20.29,1372,67.62,43.703333333333,-0.23583333333333,"Francia"
"11311","Almodôvar",656,1208.27,6027,4.99,38.718611111111,-4.1666666666667,"Portugal"
"11312","Andrésy",35,6.91,13324,1928.22,48.980833333333,2.0583333333333,"Francia"
"11313","Salobral",1084,7.55,113,13.51,40.61167,-4.81111,"España"
"11314","Mainar",866,34.02,155,4.56,41.192222222222,-1.3041666666667,"España"
"11315","Navès",379,8.13,291,14.64,46.176689,3.111015,"Francia"
"11316","Noailles",79,10.04,891,88.75,49.3278,2.2,"Francia"
"11317","Gavião",92,294.6,4132,14.03,39.466667,-7.9333333,"Portugal"
"11318","Caselle Torinese",276,28,13958,551,45.183333333333,7.65,"Italia"
"11319","Carcès",144,35.76,3463,0.1,43.476511,6.1839,"Francia"
"11320","Villepreux",110,10.4,10947,1052.6,48.83,2.0022222222222,"Francia"
"11321","la Palma d'Ebre",335,37.9,340,8.97,41.282913,0.665722,"España"
"11322","Ansfelden",289,31.33,16194,516.88,48.208333333333,14.288888888889,"Austria"
"11323","Forst Kleinschwarzenlohe",330,0.593,1920,3.241,49.353611111111,11.148333333333,"Alemania"
"11324","Teningen",191,40.27,12063,291.5,48.126944444444,7.8102777777778,"Alemania"
"11325","Lézat-sur-Lèze",221,40.13,2329,0.06,43.275786,1.345909,"Francia"
"11326","Josipdol",340,165.41,3773,22.81,45.188622222222,15.284755555556,"Croacia"
"11327","Vega de Santa María",942,18.18,83,4.57,40.835833333333,-4.6419444444444,"España"
"11328","Le Crest",581,6.84,1267,185.23,45.686666666667,3.1272222222222,"Francia"
"11329","Monestiés",213,26.83,1367,50.95,44.071111111111,2.0972222222222,"Francia"
"11330","Roth",339,96.33,25593,265.68,49.246111111111,11.091111111111,"Alemania"
"11331","Frouard",205,12.96,6563,506.4,48.760555555556,6.1288888888889,"Francia"
"11332","Jouy-aux-Arches",183,6.01,1472,244.93,49.061388888889,6.0780555555556,"Francia"
"11333","Roussy-le-Village",217,12.5,1332,0.11,49.456634,6.173189,"Francia"
"11334","Zweibrücken",300,70.64,34209,485,49.249444444444,7.3608333333333,"Alemania"
"11335","Alboloduy",377,70,616,8.8,37.03346,-2.62164,"España"
"11336","Buzet-sur-Tarn",112,30.19,2767,91.65,43.778888888889,1.6330555555556,"Francia"
"11337","Noli",12,9.62,2692,280,44.205691666667,8.41615,"Italia"
"11338","Thoix",179,11.12,144,12.95,49.563333333333,3.6236111111111,"Francia"
"11339","Galati",87,246.4,509471,2.07,56.427521,22.847331,"Rumania"
"11340","Saint-Féliu-d'Amont",4,15.92,21925,1377.2,41.780556,3.030556,"Francia"
"11341","Sartilly-Baie-Bocage",107,30.68,2812,91.66,48.7525,-1.456944,"Francia"
"11342","Baldissero Canavese",421,4.37,542,114.2,45.416666666667,7.75,"Italia"
"11343","Castrejón de la Peña",1120,106.4,345,3.24,42.808333333333,-4.6030555555556,"España"
"11344","Espinosa de Villagonzalo",847,38.04,172,4.52,42.483055555556,-4.3666666666667,"España"
"11345","Respenda de la Peña",1015,65.65,151,2.3,42.764166666667,-4.6866666666667,"España"
"11346","Cobeta",1116,43.59,114,2.62,40.866666666667,-2.1411111111111,"España"
"11347","Luzaga",1072,29.7,69,2.32,40.974444444444,-2.4441666666667,"España"
"11348","Guadalaviar",1519,28.08,241,8.58,40.3891731,-1.7174804,"España"
"11349","Simnicu De Sus",106,65,4627,71.18,44.333333333333,23.816666666667,"Rumania"
"11350","Lescure-Jaoul",517,18.52,229,12.37,44.230833333333,2.1461111111111,"Francia"
"11351","Olmeda del Rey",933,75.44,132,1.75,39.8081333,-2.0828,"España"
"11352","Viñegra de Moraña",905,10.19,58,5.69,40.850374,-4.921105,"España"
"11353","Le Houga",150,31.51,1170,37.13,43.775,-0.18055555555556,"Francia"
"11354","Préverenges",374,3.86,15465,4006.48,46.509447222222,6.4986111111111,"Suiza"
"11355","Villadoz",900,17.44,92,5.28,41.1626146,-1.2872251,"España"
"11356","El Borge",257,24,930,38.75,36.8146357,-4.2353215,"España"
"11357","Villanueva de Gumiel",869,22.33,279,12.49,41.737222222222,-3.6261111111111,"España"
"11358","Alforque",164,10.68,68,6.37,41.3298767,-0.3852709,"España"
"11359","Bout-du-Pont-de-Larn",246,7.63,1261,165.27,43.500833333333,2.4044444444444,"Francia"
"11360","Gooik",54,39.7,9236,232.64,50.6122,5.9403,"Belgien"
"11361","Gressan",639,25,3378,133.52,45.716666666667,7.2833333333333,"Italia"
"11362","Montclar",728,21.9,136,6.21,42.018055555556,1.765,"Francia"
"11363","Plan-les-Ouates",405,5.86,10281,1754.44,46.166666666667,6.1166666666667,"Suiza"
"11364","Rocca Pietore",1153,75,1203,19,46.434444444444,11.977222222222,"Italia"
"11365","Saint-Pierreville",605,20.56,544,26.46,44.815833333333,4.4869444444444,"Francia"
"11366","Sankt Martin bei Lofer",633,63.56,1153,18.14,47.566666666667,12.7,"Austria"
"11367","Solana de Ávila",1178,68.37,113,1.71,40.315644,-5.612495,"España"
"11368","Voisins-le-Bretonneux",164,2.38,11088,4658.82,48.758333333333,2.0508333333333,"Francia"
"11369","Les Bois-d'Anjou",1030,22.51,261,0.12,47.17626,6.904754,"Francia"
"11370","Cedillo de la Torre",1020,23.74,89,3.75,41.425,-3.6047222222222,"España"
"11371","Poza de la Vega",940,24.29,174,7.16,42.578333333333,-4.7966666666667,"España"
"11372","Distrito de Skole",439,1471,50310,34.2,48.96889,23.4122,"Ucrania"
"11373","Don Álvaro",267,32.1,768,23.93,38.849435,-6.273445,"España"
"11374","Aldeanueva de San Bartolomé",559,34.61,427,12.34,39.637222222222,-5.1108333333333,"España"
"11375","Riudecols",299,19.49,1180,60.54,41.16815,0.97627,"España"
"11376","San Donato Milanese",107,12,32416,2638,45.416666666667,9.2666666666667,"Italia"
"11377","Vinhais",687,694.68,9066,13.04,41.816666666667,-7,"Portugal"
"11378","Lodrino",303,59.1,6185,104.65,46.35,8.9666666666667,"Italia"
"11379","Descargamaría",481,49.2,123,2.5,40.303888888889,-6.4863888888889,"España"
"11380","Moriscos",846,12.08,429,28.89,41.0083,-5.58333,"España"
"11381","Beaucens",487,36.82,409,11.11,42.976388888889,-0.060833333333333,"Francia"
"11382","Lucbardez-et-Bargues",87,21.48,573,26.68,43.971388888889,-0.405,"Francia"
"11383","Peyrins",207,25.16,2751,109.34,45.093055555556,5.0472222222222,"Francia"
"11384","Príbram",580,33.41,32757,0.98,50.670713,14.252248,"Republica Checa"
"11385","Muñopedro",1020,87.21,303,3.47,40.888055555556,-4.4716666666667,"España"
"11386","Fontenay-Trésigny",99,22.12,5574,251.99,48.7075,2.8694444444444,"Francia"
"11387","Castiglione d'Adda",60,12.98,4665,0.36,45.219722222222,9.6952777777778,"Italia"
"11388","Bordes",229,7.27,2884,396.7,44.837777777778,-0.57944444444444,"Francia"
"11389","Izagre",782,44.23,159,3.59,42.224166666667,-5.2572222222222,"España"
"11390","Santa Colomba de Curueño",926,91.95,479,5.21,42.750833333333,-5.4113888888889,"España"
"11391","Aigües",341,18.47,963,52.14,38.498888888889,-0.36277777777778,"España"
"11392","Chambles",630,18.9,1000,52.91,45.441944444444,4.2383333333333,"Francia"
"11393","Contamine-sur-Arve",461,6.92,2083,301.01,46.128333333333,6.3405555555556,"Francia"
"11394","Grenade-sur-l'Adour",56,19.72,2487,126.12,43.776111111111,-0.42944444444444,"Francia"
"11395","Lapoblación",16,134.65,794288,5898.91,39.466666666667,-0.375,"España"
"11396","Alaraz",884,49.17,439,8.93,40.7475,-5.2880555555556,"España"
"11397","Alconada de Maderuelo",948,12.07,25,2.07,41.45,-3.4858333333333,"España"
"11398","Bouaye",15,13.83,7844,567.17,47.190555555556,-1.5691666666667,"Francia"
"11399","Cespedosa de Tormes",1032,46.29,495,10.69,40.543333333333,-5.5811111111111,"España"
"11400","Fresneda de Cuéllar",761,11,165,15,41.318611111111,-4.4491666666667,"España"
"11401","Gatón de Campos",802,20.43,33,1.62,42.048888888889,-4.9808333333333,"España"
"11402","Herrín de Campos",784,29.59,122,4.12,42.124444444444,-4.9530555555556,"España"
"11403","Hoyocasero",1348,52.48,293,5.58,40.398888888889,-4.9758333333333,"España"
"11404","Montévrain",111,5.45,11563,2121.65,48.875277777778,2.7455555555556,"Francia"
"11405","Nuño Gómez",469,16.89,133,7.87,40.113611111111,-4.6211111111111,"España"
"11406","Poveda",1294,64.3,123,1.91,42.012222222222,-2.5030555555556,"España"
"11407","Sauquillo de Cabezas",906,20.28,150,7.4,41.194166666667,-4.0680555555556,"España"
"11408","Vertheuil",20,21.94,1286,58.61,45.250277777778,-0.83416666666667,"Francia"
"11409","Benalauría",667,19.75,438,22.18,36.593658,-5.2612261,"España"
"11410","Alàs i Cerc",768,57.7,329,5.7,42.353611111111,1.5091666666667,"España"
"11411","Uña de Quintana",782,29.78,133,4.47,42.086388888889,-6.1444444444444,"España"
"11412","Dagneux",204,6.65,4717,709.32,45.851666666667,5.0680555555556,"Francia"
"11413","Sala Baganza",159,30,5622,169,44.716666666667,10.233333333333,"Italia"
"11414","Mauvières",100,23.94,327,13.66,46.57418,1.088807,"Francia"
"11415","Valdestillas",699,36.29,1643,45.27,41.4768774,-4.7707764,"España"
"11416","Castellar del Riu",1234,33.34,169,5.07,42.133055555556,1.71,"España"
"11417","Launac",181,22.32,1382,61.92,43.742777777778,1.1805555555556,"Francia"
"11418","Le Puy-Sainte-Réparade",198,46.29,5719,123.55,43.663333333333,5.4372222222222,"Francia"
"11419","Monfalcone",3,20.52,28107,1369,45.8,13.533333333333,"Italia"
"11420","Parque Natural de Urbasa y Andia",927,214.08,0,0,42.8755,-2.0895,"España"
"11421","Albalat dels Tarongers",97,21.35,1232,57.7,39.7028908,-0.3371981,"España"
"11422","Stryy",296,16.95,59,16.95,49.2561,23.8503,"Ucrania"
"11423","Sargentes de la Lora",1019,86.22,117,1.36,42.769166666667,-3.8727777777778,"España"
"11424","L'Isle-en-Dodon",257,22.58,1677,0.07,43.381388888889,0.83527777777778,"Francia"
"11425","Gelsa",147,72.04,1013,14.06,41.4071747,-0.460265,"España"
"11426","Beaumont-du-Ventoux",409,28.16,280,9.94,44.1825,5.1658333333333,"Francia"
"11427","Boeschepe",73,13.59,2183,160.63,50.799722222222,2.6911111111111,"Francia"
"11428","Corduente",1051,232.92,349,1.5,40.843333333333,-1.9788888888889,"España"
"11429","Dios le Guarde",814,16.34,121,7.41,40.6425,-6.3144444444444,"España"
"11430","Izeron",436,37.4,81057,2167.3,47.0523,8.3059,"Francia"
"11431","Modelu",18,111,9839,88.38,44.2,27.383,"Rumania"
"11432","Rioseco de Soria",1009,50.02,123,2.46,41.641944444444,-2.8408333333333,"España"
"11433","Savigliano",313,110,21526,181,44.65,7.6333333333333,"Italia"
"11434","Spotorno",7,8.14,3711,506,44.227108333333,8.4192027777778,"Italia"
"11435","Benuza",792,172.9,530,3.07,42.398333333333,-6.7111111111111,"España"
"11436","Mézos",25,89.05,824,9.25,44.076111111111,-1.1644444444444,"Francia"
"11437","Orgibet",131,7.45,187,25.1,43.645277777778,0.58861111111111,"Francia"
"11438","Tonnay-Charente",6,34.39,8010,232.92,45.943611111111,-0.89138888888889,"Francia"
"11439","Los Valdecolmenas",932,31.31,72,2.3,40.119444444444,-2.4972222222222,"España"
"11440","Langeac",508,33.94,3662,107.9,45.100277777778,3.4941666666667,"Francia"
"11441","Payo de Ojeda",1018,19.28,67,3.48,42.716666666667,-4.4830555555556,"España"
"11442","Resende",246,123.4,11978,97.1,41.1051,-7.96424,"Portugal"
"11443","Saint-Avit",24,40.74,474,11.63,55.898555,-2.131562,"Francia"
"11444","São João da Pesqueira",592,266.1,7874,32,41.133333333333,-7.4,"Portugal"
"11445","Vertavillo",810,57.36,179,3.12,41.831944444444,-4.3272222222222,"España"
"11446","Villahán",806,31.02,106,3.42,42.050833333333,-4.1311111111111,"España"
"11447","Bessancourt",64,6.39,7318,1145.23,53.204,-2.353,"Francia"
"11448","Camaret-sur-Aigues",70,17.53,4543,259.16,44.163333333333,4.8738888888889,"Francia"
"11449","Saman",382,5.54,130,23.47,43.236944,0.72,"Francia"
"11450","Soueich",131,11.33,531,46.87,43.645277777778,0.58861111111111,"Francia"
"11451","Le Bleymard",1096,16.36,1043,0.06,44.487503,3.736208,"Francia"
"11452","Aldea Real",881,25.28,282,11.16,41.185,-4.1655555555556,"España"
"11453","Frechilla",776,34.33,147,4.28,42.138055555556,-4.8402777777778,"España"
"11454","San Miniato",67,102,27950,258,43.683333333333,10.85,"Italia"
"11455","Fitz-James",312,9.65,2422,0.25,49.390556,2.43,"Francia"
"11456","Marjaliza",853,66,247,3.74,39.561388888889,-3.9341666666667,"España"
"11457","Saint-Gérons",469,16.68,217,13.01,44.950555555556,2.2163888888889,"Francia"
"11458","Freudenstadt",728,87.58,23442,270,48.463333333333,8.4111111111111,"Alemania"
"11459","Fomerey",352,5.03,158,31.41,48.2206,6.33917,"Francia"
"11460","Larra",154,16.36,1765,0.11,43.739224,1.233289,"Francia"
"11461","Gemeinde Ebergassing",180,16.27,3904,239.95,48.045833333333,16.516111111111,"Austria"
"11462","Chancelade",107,16.23,4262,262.6,45.205555555556,0.66555555555556,"Francia"
"11463","Mondeville",20,9.05,9868,1090.39,49.173888888889,-0.32111111111111,"Francia"
"11464","Saint-Laurent-du-Pont",420,35.2,4531,128.54,45.3875,5.7347222222222,"Francia"
"11465","Neuville-sous-Montreuil",13,8.82,650,73.7,50.475,1.7755555555556,"Francia"
"11466","Grobbendonk",11,28.36,11123,392,51.1761,4.8317,"Belgien"
"11467","Mantes-la-Ville",39,6.06,20452,3374.92,48.974166666667,1.7108333333333,"Francia"
"11468","Frangy",326,9.69,2119,218.68,46.018888888889,5.9297222222222,"Francia"
"11469","Chartrettes",76,10.1,2554,252.87,48.4875,2.7036111111111,"Francia"
"11470","Clarac",401,4.74,181,38.19,43.09529,0.62474,"Francia"
"11471","San Sebastián de la Gomera",2,113.59,9093,80.05,28.092222,-17.11,"España"
"11472","Alicún de Ortega",722,22.83,480,21.02,37.608055555556,-3.1375,"España"
"11473","Arcene",714,184,8107,44.06,37.891111111111,-6.5611111111111,"Italia"
"11474","Bremgarten (AG)",381,11.36,7755,682.66,47.352777777778,8.34,"Suiza"
"11475","Casteil",795,29.83,136,4.56,42.530833333333,2.3933333333333,"Francia"
"11476","Cotignac",244,44.26,2163,48.87,43.528611111111,6.1494444444444,"Francia"
"11477","Saint-Léger-du-Ventoux",449,19.29,34,1.76,44.212222222222,5.2755555555556,"Francia"
"11478","Trédrez-Locquémeau",42,10.65,1445,0.14,48.721312,-3.569482,"Francia"
"11479","Visp",658,13.22,7665,579.8,46.292222222222,7.8827777777778,"Suiza"
"11480","Sucé-sur-Erdre",24,41.33,7023,169.92,47.344722222222,-1.5294444444444,"Francia"
"11481","Terraube",181,25.14,372,14.8,43.906388888889,0.55166666666667,"Francia"
"11482","Le Fauga",48,8.92,2048,229.6,38.66667,21.31667,"Francia"
"11483","Saint-André-de-Corcy",296,20.73,3354,161.79,45.926388888889,4.9522222222222,"Francia"
"11484","Sankt Ingbert",277,49.95,37652,0.75,49.266604,7.164412,"Alemania"
"11485","Poey-de-Lescar",146,6.74,1655,245.55,43.350555555556,-0.46944444444444,"Francia"
"11486","Elblag",9,79.82,119308,1.49,54.158585,19.405924,"Polonia"
"11487","Estrées-Saint-Denis",71,8.08,3752,464.36,49.425555555556,2.6427777777778,"Francia"
"11488","Glandage",49,52.11,113,2.17,44.1375,4.8088888888889,"Francia"
"11489","Hainburg",90,15.95,14456,906.33,48.147777777778,16.941944444444,"Alemania"
"11490","Aureille",136,21.74,1522,70.01,43.708055555556,4.9463888888889,"Francia"
"11491","Montfaucon",303,26.18,592,22.61,44.687777777778,1.5613888888889,"Francia"
"11492","Santa María de Ordás",947,45.58,318,6.98,42.727222222222,-5.8225,"España"
"11493","Higuera",480,40.5,113,2.788,39.727994,-5.654853,"España"
"11494","Saint-Martin-de-Ré",12,4.7,2231,474.68,46.203055555556,-1.3672222222222,"Francia"
"11495","Cogolin",6,27.93,11736,420.19,43.269722222222,6.6386111111111,"Francia"
"11496","Mazaugues",416,53.79,889,16.53,43.3475,5.9219444444444,"Francia"
"11497","Orchies",38,10.92,8828,808.42,50.474722222222,3.2441666666667,"Francia"
"11498","Lamasquère",57,6.11,1462,239.28,44.203055555556,0.61861111111111,"Francia"
"11499","Sant Miquel de Fluvià",28,3.5,764,218.29,42.177222222222,2.9927777777778,"España"
"11500","Néoules",339,25.08,2712,108.13,43.311111111111,6.0127777777778,"Francia"
"11501","Çaro",215,4.01,204,50.87,43.1475,-1.2175,"Francia"
"11502","Farrera",1362,63.52,116,1.83,42.506111111111,1.2744444444444,"España"
"11503","Beaujeu",353,17.85,2087,0.12,46.155062,4.586885,"Francia"
"11504","Frymburk",741,54.07,1339,0.02,48.666025,14.168441,"Republica Checa"
"11505","Irissarry",200,26.39,886,33.57,43.256944444444,-1.2336111111111,"Francia"
"11506","Mozzecane",42,24.71,7656,270,45.3,10.816666666667,"Italia"
"11507","L'Étrat",524,8.48,2595,0.31,45.485555555556,4.3791666666667,"Francia"
"11508","Entraygues-sur-Truyère",302,30.15,1038,0.03,44.644709,2.564473,"Francia"
"11509","Mazé-Milon",8,41.79,5578,0.13,31.225403,117.831324,"Francia"
"11510","Thérondels",644,38.47,406,10.55,44.35,2.5741666666667,"Francia"
"11511","Noguera de Albarracín",1386,47.44,140,2.95,40.4588517,-1.5977209,"España"
"11512","Nafría de Ucero",1026,36.56,36,0.98,41.7225,-3.0947222222222,"España"
"11513","Lütz",140,5.47,282,51.55,50.1614,7.36056,"Alemania"
"11514","Benisuera",200,2.1,194,92.38,38.913055555556,-0.47805555555556,"España"
"11515","Mercatino Conca",285,14.47,1038,76.5,43.8705,12.4916,"Italia"
"11516","Gardie",229,4.65,121,26.02,43.074444444444,2.2991666666667,"Francia"
"11517","Meroux",358,8.85,866,97.85,47.595555555556,6.9,"Francia"
"11518","Resita",377,197.6,65509,0.33,45.287226,21.936311,"Rumania"
"11519","Saint-Hubert",147,16.04,224,13.97,49.2592,6.43373,"Francia"
"11520","Uzer",193,3.51,427,121.65,44.519971,4.326575,"Francia"
